symbol,marketcapname,market_cap,industry,sector
SWANDEF,midcap,10738.2,miscellaneous,transportation
BLUESTONE,midcap,7533.17,diamond cutting / jewellery,consumer discretionary
DBREALTY,midcap,6212.18,construction,realty
WELSPUNLIV,midcap,13778.23,textiles - products,textiles
MOIL,midcap,6029.27,mining / minerals / metals,metals & mining
ZENTEC,midcap,15100.16,miscellaneous,aerospace & defence
TDPOWERSYS,midcap,19292.53,electric equipment,industrials
PGEL,midcap,13706.71,electronics - components,consumer discretionary
RHIM,midcap,7117.07,refractories / intermediates,building materials
EQUITASBNK,midcap,7959.92,banks - private sector,bank
WAAREERTL,midcap,10201.89,engineering - turnkey services,power & utilities
PCJEWELLER,midcap,8991.96,diamond cutting / jewellery,consumer discretionary
WEWORK,midcap,8358.24,miscellaneous,co-working
BIKAJI,midcap,16681.49,food - processing - indian,fmcg
NAZARA,midcap,10182.23,telecommunications - service provider,i.t
PINELABS,midcap,16399.68,computers - software - medium / small,i.t
VESUVIUS,midcap,9499.58,refractories / intermediates,building materials
ALIVUS,midcap,12857.86,pharmaceuticals - indian - bulk drugs & formln,healthcare
ICIL,midcap,6857.63,textiles - cotton/blended,textiles
UTLSOLAR,midcap,9799.02,electric equipment,industrials
PARAS,midcap,6879.74,engineering,aerospace & defence
DIACABS,midcap,10257.49,cables - power,industrials
NEPHROPLUS,midcap,6627,healthcare,healthcare
PRAJIND,midcap,6406.81,engineering,industrials
JAYNECOIND,midcap,9663.37,steel - large,metals & mining
AVALON,midcap,10094.38,electronics - components,consumer discretionary
RATEGAIN,midcap,9155.46,computers - software - medium / small,i.t
JMFINANCIL,midcap,12352.48,finance & investments,financials
AMAGI,midcap,9206.3,computers - software - medium / small,i.t
PRECWIRE,midcap,7832.41,mining / minerals / metals,metals & mining
SCI,midcap,14099.74,shipping,transportation
MINDACORP,midcap,15058.42,auto ancillaries,auto
CLEANMAX,midcap,13157.36,power generation and supply,power & utilities
SEDEMAC,midcap,10271.96,electronics - components,consumer discretionary
VINATIORGA,midcap,13624.77,chemicals,chemicals
RCF,midcap,7005.89,fertilizers,chemicals
CONCORDBIO,midcap,12200.34,pharmaceuticals - indian - bulk drugs & formln,healthcare
PNCINFRA,midcap,5393.48,construction,realty
TVSSCS,midcap,5031.66,miscellaneous,transportation
TEJASNET,midcap,9550.07,telecommunications - equipment,telecom
CAPLIPOINT,midcap,15111.89,pharmaceuticals - indian - formulations,healthcare
JLHL,midcap,8619.31,healthcare,healthcare
BLUEDART,midcap,11224.26,couriers,transportation
INOXINDIA,midcap,13180.68,packaging,industrials
THYROCARE,midcap,8302.86,healthcare,healthcare
GALAXYSURF,midcap,6231.17,chemicals,chemicals
LLOYDSENGG,midcap,10675.83,engineering,industrials
SUVEN,midcap,7257.59,miscellaneous,healthcare
MACPOWER,midcap,7789.57,engineering,industrials
BLS,midcap,11082.01,computers - software - medium / small,i.t
ENTERO,midcap,5014.2,trading,healthcare
TSFINV,midcap,9035.19,finance & investments,financials
MIDHANI,midcap,7694.99,steel - medium / small,aerospace & defence
ABREL,midcap,13739.69,construction,realty
BEML,midcap,14403.17,engineering,aerospace & defence
EIDPARRY,midcap,13434.73,sugar,fmcg
ESABINDIA,midcap,9414.37,electrodes - welding equipment,industrials
TBOTEK,midcap,13351.95,travel agencies,i.t
HMT,midcap,6723.65,miscellaneous,consumer discretionary
INDIAGLYCO,midcap,6579.01,breweries & distilleries,fmcg
KIRLOSBROS,midcap,12860.28,pumps,industrials
IXIGO,midcap,6993.41,travel agencies,i.t
ABDL,midcap,15288.96,breweries & distilleries,fmcg
NIRLON,midcap,5461.6,construction,realty
JKLAKSHMI,midcap,7487.15,cement - north india,building materials
SUNDRMFAST,midcap,17550.97,auto ancillaries,auto
CEIGALL,midcap,6058.85,construction,realty
ZYDUSWELL,midcap,15838.04,food - processing - indian,fmcg
OLAELEC,midcap,17568.34,automobiles - motorcycles / mopeds,auto
CHOICEIN,midcap,14768.97,finance & investments,financials
KPIGREEN,midcap,8300.17,power generation and supply,power & utilities
DEEPAKFERT,midcap,17745.25,chemicals,chemicals
GNFC,midcap,7446.95,chemicals,chemicals
FINPIPE,midcap,10925.36,plastics products,plastic products
SHAILY,midcap,13961.16,plastics products,plastic products
INDIAMART,midcap,11845.58,miscellaneous,i.t
CSBBANK,midcap,6396.42,banks - private sector,bank
COHANCE,midcap,16408.3,pharmaceuticals - indian - bulk drugs & formln,healthcare
DYNAMATECH,midcap,7009.45,engineering,industrials
WESTLIFE,midcap,6546.98,hotels,consumer discretionary
GABRIEL,midcap,15471.89,auto ancillaries,auto
UTIAMC,midcap,11946.58,finance & investments,financials
CUB,midcap,18546.46,banks - private sector,bank
GVPIL,midcap,5774.5,engineering - turnkey services,realty
KAMAHOLD,midcap,8505.93,finance & investments,financials
GRANULES,midcap,19267.45,pharmaceuticals - indian - bulk drugs & formln,healthcare
CENTURYPLY,midcap,16817.38,miscellaneous,building materials
JBMA,midcap,15309.46,auto ancillaries,auto
GOKEX,midcap,5132.8,textiles - products,consumer discretionary
GRAPHITE,midcap,14093.42,electrodes - graphites,industrials
KALPATARU,midcap,6591.31,construction,realty
CIEINDIA,midcap,16889.21,castings & forgings,industrials
TRAVELFOOD,midcap,16254.52,hotels,consumer discretionary
SOBHA,midcap,14834.5,construction,realty
TIIL,midcap,5580,steel - medium / small,metals & mining
PGIL,midcap,7591.48,textiles - products,consumer discretionary
EMBDL,midcap,7893.24,construction,realty
SPARC,midcap,6628.03,miscellaneous,healthcare
RELIGARE,midcap,7847.23,finance & investments,financials
TARIL,midcap,9375.68,electric equipment,industrials
VIYASH,midcap,10919.09,pharmaceuticals - indian - bulk drugs & formln,healthcare
PRUDENT,midcap,11213.76,finance & investments,financials
JAIBALAJI,midcap,6389.41,steel - large,metals & mining
PARADEEP,midcap,12903.42,fertilizers,chemicals
CARBORUNIV,midcap,19489.29,abrasives and grinding wheels,industrials
IMFA,midcap,7885.39,mining / minerals / metals,metals & mining
VIKRAMSOLR,midcap,7163.99,electric equipment,industrials
JWL,midcap,12141.59,engineering,industrials
PRICOLLTD,midcap,6896.66,auto ancillaries,auto
APLLTD,midcap,14260.65,pharmaceuticals - indian - bulk drugs & formln,healthcare
SAATVIKGL,midcap,5686.68,electric equipment,industrials
RAILTEL,midcap,10141.65,telecommunications - service provider,transportation
ACI,midcap,6619.84,chemicals,chemicals
FIVESTAR,midcap,12964.1,finance & investments,financials
HNDFDS,midcap,6455,diversified - large,fmcg
CANHLIFE,midcap,13043.5,finance & investments,financials
ABFRL,midcap,7555.13,textiles - products,consumer discretionary
KFINTECH,midcap,14815.5,miscellaneous,financials
CLEAN,midcap,8323.11,chemicals,chemicals
APTUS,midcap,13049.36,finance - housing,financials
VIJAYA,midcap,13551.5,healthcare,healthcare
NSLNISP,midcap,15400.33,steel - large,metals & mining
PARKHOSPS,midcap,12208.53,healthcare,healthcare
SHARDACROP,midcap,8192.02,pesticides / agrochemicals - indian,chemicals
SJS,midcap,6457.59,plastics products,auto
LATENTVIEW,midcap,6731.27,computers - software - medium / small,i.t
INTELLECT,midcap,10451.34,computers - software - medium / small,i.t
SUPRIYA,midcap,7382.28,pharmaceuticals - indian - bulk drugs & formln,healthcare
GREENLAM,midcap,5850.54,miscellaneous,building materials
POWERICA,midcap,6881.26,electric equipment,industrials
YATHARTH,midcap,7833.13,healthcare,healthcare
MARKSANS,midcap,10929.86,pharmaceuticals - indian - formulations,healthcare
SBFC,midcap,10203.35,finance & investments,financials
AEROFLEX,midcap,5550.61,steel - medium / small,metals & mining
SIGNATURE,midcap,11620.23,construction,realty
CELLO,midcap,8512.91,trading,services
ASKAUTOLTD,midcap,8684.13,auto ancillaries,auto
FEDFINA,midcap,5932.29,finance & investments,financials
GOKULAGRO,midcap,6900.9,solvent extraction,fmcg
HAPPYFORGE,midcap,13293.98,castings & forgings,industrials
HCG,midcap,9430.67,healthcare,healthcare
INDIACEM,midcap,11900.05,cement - south india,building materials
JYOTICNC,midcap,13645.39,engineering,industrials
JUBLPHARMA,midcap,15530.71,pharmaceuticals - indian - bulk drugs,healthcare
PRIVISCL,midcap,12829.76,chemicals,chemicals
JSFB,midcap,5168.8,banks - private sector,bank
DBL,midcap,6833.24,construction,realty
GENUSPOWER,midcap,9410.98,electronics - components,consumer discretionary
E2E,midcap,8889.45,computers - software - medium / small,i.t
ABB,largecap,151429.72,electric equipment,industrials
KARURVYSYA,largecap,28327.57,banks - private sector,bank
FACT,largecap,56382.62,fertilizers,chemicals
BLUESTARCO,largecap,32478.91,air-conditioners,consumer discretionary
EXIDEIND,largecap,34531.25,auto ancillaries,auto
CGPOWER,largecap,142955.6,electric equipment,industrials
BHARTIHEXA,largecap,74480,telecommunications - service provider,telecom-service
SBIN,largecap,883047.03,banks - public sector,bank
DRREDDY,largecap,106335.3,pharmaceuticals - indian - bulk drugs & formln,healthcare
AADHARHFC,largecap,20266.76,finance - housing,financials
ATGL,largecap,81182.48,miscellaneous,energy
HDFCBANK,largecap,1151808.79,banks - private sector,bank
JSWSTEEL,largecap,320550.11,steel - large,metals & mining
RAMCOCEM,largecap,20590.52,cement - south india,building materials
VEDL,largecap,130430.99,mining / minerals / metals,metals & mining
MANAPPURAM,largecap,29452.88,finance & investments,financials
PATANJALI,largecap,49133.34,solvent extraction,fmcg
TORNTPHARM,largecap,146137.36,pharmaceuticals - indian - formulations,healthcare
CONCOR,largecap,34992.54,miscellaneous,transportation
PGHH,largecap,30462.78,personal care - multinational,fmcg
ASHOKLEY,largecap,87549.8,automobiles - lcvs / hcvs,auto
BAJAJHLDNG,largecap,113964.55,finance & investments,financials
LT,largecap,550376.68,engineering - turnkey services,realty
BPCL,largecap,127725.6,refineries,energy
GESHIP,largecap,21660.63,shipping,transportation
GLAXO,largecap,37079.59,pharmaceuticals - multinational,healthcare
BRITANNIA,largecap,123252.31,food - processing - mnc,fmcg
MARICO,largecap,105273.39,solvent extraction,fmcg
IRCTC,largecap,41352,travel agencies,transportation
HYUNDAI,largecap,152091.44,automobiles - passenger cars,auto
WAAREEENER,largecap,89166.16,electric equipment,industrials
CHOLAHLDNG,largecap,27800.45,finance & investments,financials
EICHERMOT,largecap,195901.49,automobiles - motorcycles / mopeds,auto
POWERINDIA,largecap,156471.28,electric equipment,industrials
VMM,largecap,55740.95,trading,consumer discretionary
IKS,largecap,28656.15,computers - software - medium / small,i.t
SCHAEFFLER,largecap,63640.6,bearings,industrials
BANKINDIA,largecap,62503.58,banks - public sector,bank
INDUSINDBK,largecap,71093.43,banks - private sector,bank
COROMANDEL,largecap,51872.42,fertilizers,chemicals
HCLTECH,largecap,337444.25,computers - software - large,i.t
JINDALSTEL,largecap,122757.4,steel - large,metals & mining
WOCKPHARMA,largecap,31949.21,pharmaceuticals - indian - bulk drugs & formln,healthcare
ITCHOTELS,largecap,31792.47,hotels,services
ZYDUSLIFE,largecap,108502.21,pharmaceuticals - indian - bulk drugs & formln,healthcare
ASTRAZEN,largecap,21775,pharmaceuticals - multinational,healthcare
JBCHEPHARM,largecap,34192.58,pharmaceuticals - indian - bulk drugs & formln,healthcare
IOB,largecap,63200.13,banks - public sector,bank
WIPRO,largecap,220088.85,computers - software - large,i.t
GILLETTE,largecap,25237.25,personal care - multinational,fmcg
BHARTIARTL,largecap,1105644.77,telecommunications - service provider,telecom-service
UNIONBANK,largecap,124183.5,banks - public sector,bank
UCOBANK,largecap,31135.72,banks - public sector,bank
ULTRACEMCO,largecap,329009.29,cement - north india,building materials
ENRIN,largecap,129033.14,power generation and supply,power & utilities
CHOLAFIN,largecap,126340.07,finance & investments,financials
TECHM,largecap,153972.25,computers - software - large,i.t
IDEA,largecap,153413.74,telecommunications - service provider,telecom-service
AWL,largecap,24778.37,solvent extraction,fmcg
PAGEIND,largecap,41676.45,textiles - products,consumer discretionary
CENTRALBK,largecap,26810.25,banks - public sector,bank
KPRMILL,largecap,34150.64,textiles - products,consumer discretionary
POWERGRID,largecap,262416.54,power generation and supply,power & utilities
KIRLOSENG,largecap,26991.75,engines,industrials
MUTHOOTFIN,largecap,130963.03,finance & investments,financials
HONAUT,largecap,30852.49,electronics - components,consumer discretionary
MCX,largecap,73404.5,miscellaneous,financials
HBLENGINE,largecap,22250.44,auto ancillaries,auto
HAVELLS,largecap,73677.59,electric equipment,consumer discretionary
INDUSTOWER,largecap,113216.75,transmisson line towers / equipment,telecom
MEDANTA,largecap,32222.59,healthcare,healthcare
KALYANKJIL,largecap,36466.06,diamond cutting / jewellery,consumer discretionary
RUBICON,largecap,21504.9,pharmaceuticals - indian - formulations,healthcare
LENSKART,largecap,91022.93,personal care - indian,fmcg
PWL,largecap,27678.96,miscellaneous,services
TENNIND,largecap,23338.42,auto ancillaries,auto
ACUTAAS,largecap,24869.17,pharmaceuticals - indian - bulk drugs,healthcare
MEESHO,largecap,80961.78,miscellaneous,i.t
KPIL,largecap,22043.32,transmisson line towers / equipment,realty
POLICYBZR,largecap,76075.99,computers - software - medium / small,i.t
POONAWALLA,largecap,35016.29,finance & investments,financials
NETWEB,largecap,27233.59,computers - hardware,i.t
IPCALAB,largecap,38250.98,pharmaceuticals - indian - bulk drugs & formln,healthcare
DMART,largecap,264499.82,trading,consumer discretionary
CDSL,largecap,25640.12,miscellaneous,financials
COCHINSHIP,largecap,38612.37,miscellaneous,aerospace & defence
GUJGASLTD,largecap,37243.07,miscellaneous,energy
TATATECH,largecap,29959.24,computers - software - medium / small,i.t
LALPATHLAB,largecap,26155.34,healthcare,healthcare
SBILIFE,largecap,180727.11,finance & investments,financials
BDL,largecap,44211.1,engineering,aerospace & defence
HAL,largecap,286135.38,engineering,aerospace & defence
ENDURANCE,largecap,37801.73,auto ancillaries,auto
PNBHOUSING,largecap,25959.68,finance - housing,financials
BAJFINANCE,largecap,548822.9,finance & investments,financials
BEL,largecap,298129.33,electronics - components,aerospace & defence
CESC,largecap,23714.46,power generation and supply,power & utilities
HINDPETRO,largecap,81655.19,refineries,energy
TITAN,largecap,362048.07,diamond cutting / jewellery,consumer discretionary
GRSE,largecap,29954.2,miscellaneous,aerospace & defence
GODFRYPHLP,largecap,35478.05,cigarettes,fmcg
HFCL,largecap,29072.26,cables - telephone,telecom
GODIGIT,largecap,28751.92,finance & investments,financials
IOC,largecap,196045.15,refineries,energy
LUPIN,largecap,102856.16,pharmaceuticals - indian - bulk drugs & formln,healthcare
MFSL,largecap,55059.61,miscellaneous,miscellaneous
ONGC,largecap,333440.3,oil drilling / allied services,energy
EMCURE,largecap,32313.64,pharmaceuticals - indian - bulk drugs & formln,healthcare
SHREECEM,largecap,90183.83,cement - north india,building materials
ACC,largecap,25724.98,cement - north india,building materials
AMBUJACEM,largecap,109170.44,cement - north india,building materials
HINDALCO,largecap,257599.58,aluminium and aluminium products,metals & mining
TATASTEEL,largecap,262903.17,steel - large,metals & mining
TATACOMM,largecap,54326.7,telecommunications - service provider,telecom-service
ESCORTS,largecap,30769.74,automobiles - tractors,auto
BOSCHLTD,largecap,109775.33,auto ancillaries,auto
TMPV,largecap,143686.37,automobiles - passenger cars,auto
TATACONSUM,largecap,114264.7,tea,fmcg
APOLLOTYRE,largecap,24880.08,tyres,auto
RVNL,largecap,50196.86,construction,realty
KPITTECH,largecap,22185.09,computers - software - medium / small,i.t
BAJAJHFL,largecap,69391.68,finance - housing,financials
TATAINVEST,largecap,33926.68,finance & investments,financials
FLUOROCHEM,largecap,40142.49,chemicals,chemicals
SUMICHEM,largecap,24345.83,pesticides / agrochemicals - indian,chemicals
SWIGGY,largecap,70153.37,miscellaneous,i.t
SBICARD,largecap,57619.4,finance & investments,financials
BANKBARODA,largecap,137454.81,banks - public sector,bank
WELCORP,largecap,36582.49,steel - large,industrials
MAZDOCK,largecap,98622.38,miscellaneous,aerospace & defence
GMDCLTD,largecap,21255.12,mining / minerals / metals,metals & mining
NATIONALUM,largecap,79783.28,aluminium and aluminium products,metals & mining
APARINDS,largecap,53303.35,electric equipment,industrials
AJANTPHARM,largecap,36383.75,pharmaceuticals - indian - formulations,healthcare
STLTECH,largecap,28851.07,cables - telephone,industrials
GODREJCP,largecap,102232.37,personal care - indian,fmcg
PNB,largecap,119630.05,banks - public sector,bank
CANBK,largecap,117083.97,banks - public sector,bank
JSL,largecap,56579.92,steel - large,metals & mining
IGL,largecap,22519.03,miscellaneous,energy
PETRONET,largecap,40350,miscellaneous,energy
TCS,largecap,885309.83,computers - software - large,i.t
ATHERENERG,largecap,36759.58,automobiles - scooters and 3 - wheelers,auto
JKCEMENT,largecap,39163.41,cement - north india,building materials
YESBANK,largecap,71636.99,banks - private sector,bank
SUPREMEIND,largecap,45133.92,plastics products,plastic products
ADANIPORTS,largecap,418053.38,miscellaneous,transportation
IRB,largecap,26040.17,construction,realty
DELHIVERY,largecap,32785.29,miscellaneous,transportation
BAJAJ-AUTO,largecap,287351.73,automobiles - scooters and 3 - wheelers,auto
ZFCVINDIA,largecap,27102.78,auto ancillaries,auto
NHPC,largecap,72615.56,power generation and supply,power & utilities
OIL,largecap,78744.08,oil drilling / allied services,energy
OBEROIRLTY,largecap,60892.47,construction,realty
COALINDIA,largecap,290973.22,mining / minerals / metals,metals & mining
DALBHARAT,largecap,32818.41,cement - south india,building materials
APLAPOLLO,largecap,49123.33,steel - large,industrials
SCHNEIDER,largecap,28245.36,electric equipment,industrials
GLAND,largecap,37515.04,pharmaceuticals - indian - formulations,healthcare
MOTHERSON,largecap,152923.32,auto ancillaries,auto
IRFC,largecap,126333.25,finance - term-lending institutions,financials
KEI,largecap,50300.25,cables - power,industrials
LGEINDIA,largecap,104727.79,electronics - consumer,consumer discretionary
KAYNES,largecap,21243.95,electronics - components,consumer discretionary
SAMMAANCAP,largecap,20783.69,finance - housing,financials
LODHA,largecap,90281.95,construction,realty
SHYAMMETL,largecap,27484.72,steel - large,metals & mining
TMCV,largecap,136448.79,automobiles - lcvs / hcvs,auto
STARHEALTH,largecap,31403.09,finance & investments,financials
DATAPATTNS,largecap,22534.67,electronics - components,aerospace & defence
LINDEINDIA,largecap,59187.25,chemicals,chemicals
PTCIL,largecap,29055.56,castings & forgings,industrials
HUDCO,largecap,40590.52,finance - term-lending institutions,financials
DIXON,largecap,70554.52,electronics - consumer,consumer discretionary
SUNPHARMA,largecap,429456.97,pharmaceuticals - indian - bulk drugs & formln,healthcare
AUROPHARMA,largecap,83008.17,pharmaceuticals - indian - bulk drugs & formln,healthcare
JSWINFRA,largecap,57897.04,miscellaneous,transportation
IDFCFIRSTB,largecap,61579.56,banks - private sector,bank
ICICIGI,largecap,87062.15,finance & investments,financials
HDFCLIFE,largecap,125131.95,finance & investments,financials
BANDHANBNK,largecap,33239.19,banks - private sector,bank
ADANIGREEN,largecap,238741.71,power generation and supply,power & utilities
SUNDARMFIN,largecap,47221.36,finance & investments,financials
CREDITACC,largecap,21072.19,finance & investments,financials
CRISIL,largecap,28152.86,miscellaneous,financials
IDBI,largecap,78696.83,banks - private sector,bank
GODREJIND,largecap,35677.74,chemicals,chemicals
HSCL,largecap,30630.72,chemicals,chemicals
HINDZINC,largecap,264124.69,mining / minerals / metals,metals & mining
LICHSGFIN,largecap,29428.37,finance - housing,financials
GRASIM,largecap,210816.64,textiles - manmade,textiles
TATAPOWER,largecap,132574.64,power generation and supply,power & utilities
THERMAX,largecap,59217.11,electric equipment,industrials
ABBOTINDIA,largecap,55875.04,pharmaceuticals - multinational,healthcare
VOLTAS,largecap,41042.94,air-conditioners,consumer discretionary
HINDUNILVR,largecap,491933.92,personal care - multinational,fmcg
ASIANPAINT,largecap,255213.76,paints / varnishes,building materials
INDHOTEL,largecap,94181.39,hotels,services
HATSUN,largecap,20556.32,food - processing - indian,fmcg
BALKRISIND,largecap,41569,tyres,auto
ACMESOLAR,largecap,20284.91,engineering - turnkey services,realty
NTPCGREEN,largecap,85392.42,power generation and supply,power & utilities
SAILIFE,largecap,23895.05,pharmaceuticals - indian - bulk drugs & formln,healthcare
MAXHEALTH,largecap,92321.32,healthcare,healthcare
GAIL,largecap,108377.37,miscellaneous,energy
AXISBANK,largecap,388863.48,banks - private sector,bank
BAYERCROP,largecap,20070.24,pesticides / agrochemicals - multinational,chemicals
GLENMARK,largecap,61649.59,pharmaceuticals - indian - bulk drugs & formln,healthcare
TVSMOTOR,largecap,159957.08,automobiles - motorcycles / mopeds,auto
OFSS,largecap,90033.49,computers - software - large,i.t
RADICO,largecap,46696.9,breweries & distilleries,fmcg
APOLLOHOSP,largecap,116314.6,healthcare,healthcare
NAVINFLUOR,largecap,36140.49,chemicals,chemicals
BIOCON,largecap,67559.44,pharmaceuticals - indian - bulk drugs & formln,healthcare
COFORGE,largecap,65284.88,computers - software - large,i.t
NTPC,largecap,356255.51,power generation and supply,power & utilities
BERGEPAINT,largecap,59262.09,paints / varnishes,building materials
IIFL,largecap,20390.51,finance & investments,financials
AIAENG,largecap,42482.23,castings & forgings,industrials
SHRIRAMFIN,largecap,214494.42,finance & investments,financials
HDBFS,largecap,53863.33,finance & investments,financials
GMRAIRPORT,largecap,103615.23,miscellaneous,miscellaneous
NAUKRI,largecap,65860.08,miscellaneous,i.t
PFC,largecap,136310.7,finance - term-lending institutions,financials
INDIANB,largecap,111198.61,banks - public sector,bank
ASTRAL,largecap,41014.82,plastics products,plastic products
MOTILALOFS,largecap,52118.07,finance & investments,financials
CPPLUS,largecap,37856.77,trading,consumer discretionary
RECLTD,largecap,85592.95,finance - term-lending institutions,financials
LICI,largecap,253442.66,finance & investments,financials
BAJAJFINSV,largecap,278719.77,finance & investments,financials
GODREJPROP,largecap,51822.55,construction,realty
JUBLFOOD,largecap,28419.53,hotels,consumer discretionary
HINDCOPPER,largecap,52818.85,mining / minerals / metals,metals & mining
NLCINDIA,largecap,48407.48,power generation and supply,power & utilities
SJVN,largecap,28310.24,power generation and supply,power & utilities
PRESTIGE,largecap,60086.87,construction,realty
TRITURBINE,largecap,21910.91,electric equipment,industrials
TATACAP,largecap,127664.44,finance & investments,financials
CRAFTSMAN,largecap,21419.93,auto ancillaries,auto
GROWW,largecap,119706.5,finance & investments,financials
EMMVEE,largecap,21514.62,electric equipment,industrials
TIMKEN,largecap,26546.2,bearings,industrials
NYKAA,largecap,77178.29,trading,i.t
PAYTM,largecap,68542.49,miscellaneous,i.t
ANANDRATHI,largecap,29383.49,finance & investments,financials
METROBRAND,largecap,28006.9,leather / leather products,consumer discretionary
PIIND,largecap,41567.73,pesticides / agrochemicals - indian,chemicals
JIOFIN,largecap,156917.06,finance & investments,financials
NEULANDLAB,largecap,21694.06,pharmaceuticals - indian - bulk drugs,healthcare
AIIL,largecap,38525.11,finance & investments,financials
BSE,largecap,160375.94,miscellaneous,financials
AUBANK,largecap,73064.54,banks - private sector,bank
RRKABEL,largecap,22890.29,cables - power,industrials
NUVAMA,largecap,28642.41,finance & investments,financials
ABCAPITAL,largecap,92026.76,finance & investments,financials
MPHASIS,largecap,45561.99,computers - software - large,i.t
NMDC,largecap,83794.81,mining / minerals / metals,metals & mining
IREDA,largecap,35095.73,finance - term-lending institutions,financials
ALKEM,largecap,62640.1,pharmaceuticals - indian - bulk drugs & formln,healthcare
NH,largecap,39527.47,healthcare,healthcare
GICRE,largecap,66254.92,finance & investments,financials
TIINDIA,largecap,60208.49,steel - large,industrials
AMBER,largecap,26715.75,air-conditioners,consumer discretionary
ASTERDM,largecap,37664.81,healthcare,healthcare
RBLBANK,largecap,21272.3,banks - private sector,bank
LTTS,largecap,37187.33,computers - software - large,i.t
ICICIPRULI,largecap,69920.43,finance & investments,financials
VBL,largecap,181618.47,food - processing - indian,fmcg
AEGISLOG,largecap,26926.97,trading,services
LAURUSLABS,largecap,74640.57,pharmaceuticals - indian - bulk drugs & formln,healthcare
FORCEMOT,largecap,23497.23,automobiles - lcvs / hcvs,auto
CIPLA,largecap,111417.46,pharmaceuticals - indian - bulk drugs & formln,healthcare
HDFCAMC,largecap,110677.19,finance & investments,financials
DABUR,largecap,75470.52,personal care - indian,fmcg
BHEL,largecap,143025.75,electric equipment,industrials
MRPL,largecap,25766.71,refineries,energy
SAIL,largecap,85026.86,steel - large,metals & mining
HEROMOTOCO,largecap,97543.77,automobiles - motorcycles / mopeds,auto
INFY,largecap,515384.6,computers - software - large,i.t
KOTAKBANK,largecap,75396.78,banks - private sector,bank
TRENT,largecap,149674.44,trading,consumer discretionary
MRF,largecap,52884.93,tyres,auto
RELIANCE,largecap,1778978.85,refineries,energy
PIDILITIND,largecap,148044.28,chemicals,chemicals
TATAELXSI,largecap,28221.61,computers - software - medium / small,i.t
FEDERALBNK,largecap,72215.79,banks - private sector,bank
CUMMINSIND,largecap,158225.76,engines,industrials
BHARATFORG,largecap,90975.49,castings & forgings,industrials
M&M,largecap,372847.25,automobiles - passenger cars,auto
SIEMENS,largecap,132822.26,electric equipment,industrials
PFIZER,largecap,20652.81,pharmaceuticals - multinational,healthcare
PREMIERENE,largecap,48669.71,trading,services
NESTLEIND,largecap,269713.32,food - processing - mnc,fmcg
COLPAL,largecap,54364.49,personal care - multinational,fmcg
ITC,largecap,354897.19,cigarettes,fmcg
POLYCAB,largecap,143497.22,cables - power,industrials
AFFLE,largecap,21098.12,computers - software - medium / small,i.t
PHOENIXLTD,largecap,61041.08,construction,realty
360ONE,largecap,44236.6,finance & investments,financials
SRF,largecap,81377.51,chemicals,chemicals
ANGELONE,largecap,31210.59,finance & investments,financials
GRINDWELL,largecap,20582.85,abrasives and grinding wheels,industrials
ICICIBANK,largecap,878259.41,banks - private sector,bank
DEEPAKNTR,largecap,23002.69,chemicals,chemicals
ONESOURCE,largecap,20959.63,pharmaceuticals - indian - bulk drugs & formln,healthcare
UNITDSPR,largecap,92737.23,breweries & distilleries,fmcg
UBL,largecap,34869.75,breweries & distilleries,fmcg
DIVISLAB,largecap,173430.62,pharmaceuticals - indian - bulk drugs,healthcare
MARUTI,largecap,409415.03,automobiles - passenger cars,auto
MAHABANK,largecap,60694.06,banks - public sector,bank
UNOMINDA,largecap,62927.43,auto ancillaries,auto
AEGISVOPAK,largecap,21651.26,miscellaneous,transportation
SUZLON,largecap,74772.45,electric equipment,industrials
M&MFIN,largecap,40906.85,finance & investments,financials
SOLARINDS,largecap,166375.02,chemicals,aerospace & defence
SUNTV,largecap,20409.64,entertainment / electronic media software,media
TORNTPOWER,largecap,71750.83,power generation and supply,power & utilities
ANTHEM,largecap,42443.1,pharmaceuticals - indian - bulk drugs & formln,healthcare
UPL,largecap,54166.12,pesticides / agrochemicals - indian,chemicals
FORTIS,largecap,70165.81,healthcare,healthcare
DLF,largecap,146501.32,construction,realty
MSUMI,largecap,25332.95,auto ancillaries,auto
LLOYDSME,largecap,102522.56,mining / minerals / metals,metals & mining
ADANIENT,largecap,383681.07,trading,services
ADANIPOWER,largecap,454983.8,power generation and supply,power & utilities
JSWENERGY,largecap,103425.44,power generation and supply,power & utilities
PERSISTENT,largecap,86297.14,computers - software - large,i.t
ASAHIINDIA,largecap,22921.78,glass & glass products,building materials
LTF,largecap,67793.73,finance & investments,financials
SYRMA,largecap,22499.46,electronics - components,consumer discretionary
NBCC,largecap,28109.7,miscellaneous,miscellaneous
PPLPHARMA,largecap,22187.81,pharmaceuticals - indian - bulk drugs & formln,healthcare
MTARTECH,largecap,22196.12,engineering,aerospace & defence
SONACOMS,largecap,38016.61,auto ancillaries,auto
KIMS,largecap,29866.37,healthcare,healthcare
TVSHLTD,largecap,27412.48,finance & investments,financials
ETERNAL,largecap,241982.54,miscellaneous,i.t
ABSLAMC,largecap,29666.17,finance & investments,financials
ICICIAMC,largecap,164197.62,finance & investments,financials
GVT&D,largecap,122415.85,electric equipment,industrials
3MINDIA,largecap,36735.39,diversified - large,miscellaneous
MANKIND,largecap,94909.23,pharmaceuticals - indian - bulk drugs & formln,healthcare
